Optimization Report : 06/16/09 at 15:45:48

Results for 'http://lenta.ru/':

Page load time: 1.649 seconds
Time to first byte: 1.134 seconds
Time to Base Page Downloaded: 1.143 seconds
Time to Start Render: 1.190 seconds
Time to Document Complete: 1.649 seconds
Time to Fully Loaded: 1.649 seconds
Bytes sent out: 2.141 KB
Bytes received: 574.478 KB
DNS Lookups: 14
Connections: 24
Requests: 137
   OK Requests:  128
   WARNING (1 cookies, 15 bytes) - http://ad.adriver.ru/cgi-bin/rle.cgi?sid=1&bt=21&ad=171726&pid=324133&bid=618868&bn=618868&rnd=295936744&tail256=unknown&tuid=-5603881109
      cookie:uid=-5603881109
   WARNING (1 cookies, 29 bytes) - http://ad2.rambler.ru/lenta.ban?pg=5309&ifr=1
      cookie:ruid=yQAAAPGFN0pG7AAAAakCAA==
   WARNING (1 cookies, 29 bytes) - http://ad2.rambler.ru/lenta.ban?pg=4883&ifr=1
      cookie:ruid=yQAAAPGFN0pG7AAAAakCAA==
   WARNING (1 cookies, 29 bytes) - http://counter.rambler.ru/top100.cnt?80674
      cookie:ruid=yQAAAPGFN0pG7AAAAakCAA==
   WARNING (1 cookies, 17 bytes) - http://counter.yadro.ru/hit?q;t57.6;r;s1024*768*16;uhttp%3A//lenta.ru/;i%u0416%u0436Lenta.ru%3A%20%u0413%u043B%u0430%u0432%u043D%u043E%u0435%3A;0.8312288587997303
      cookie:FTID=1ADuNn3oSCGe
   WARNING (1 cookies, 17 bytes) - http://top3.mail.ru/counter?id=24766;t=51;js=13;r=;j=true;s=1024*768;d=16;rand=0.21210322409160964
      cookie:FTID=0000AQ0r5MGe
   WARNING (1 cookies, 32 bytes) - http://www.tns-counter.ru/V13b****lenta_ru/ru/CP1251/tmsec=lenta_total/
      cookie:guid=911702034A3785F1X1245152753
  Cookie score : 95
    0.2 KB total in outbound cookies, target size = 0.2 KB - potential savings = 0.1 KB

Minify JS:
  Minify score : 100
    0.7 KB total in minifiable text, target size = 0.7 KB - potential savings = 0.0 KB

No ETag headers (ETag headers should generally not be used unless you have an explicit reason to need them):
    FAILED - http://img.lenta.ru/i/style.css
    FAILED - http://img.lenta.ru/i/ts.css
    FAILED - http://img.lenta.ru/i/flag.gif
    FAILED - http://img.lenta.ru/i/logowrambler.gif
    FAILED - http://img.lenta.ru/i/refresh.gif
    FAILED - http://img.lenta.ru/i/arrow.gif
    FAILED - http://img.lenta.ru/news/2009/06/16/rallies/picture--240.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/timoshenko/picture--113.jpg
    FAILED - http://img.lenta.ru/i/ed.gif
    FAILED - http://img.lenta.ru/articles/2009/06/16/tehran/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/16/dtv/picture--113.jpg
    FAILED - http://img.lenta.ru/photo/2009/06/16/expo/picture--113.jpg
    FAILED - http://img.lenta.ru/conf/zhuravskiy/pic.jpg
    FAILED - http://img.lenta.ru/conf/safarov/pic.jpg
    FAILED - http://img.lenta.ru/conf/babich/pic.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/fifth/picture--113.jpg
    FAILED - http://img.lenta.ru/story/bourget09/picture--85.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/losses/picturesmall.jpg
    FAILED - http://img.lenta.ru/story/monocities/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/10/judge/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/half/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/government/picture--85.jpg
    FAILED - http://img.lenta.ru/story/opposition/picture--113.jpg
    FAILED - http://img.lenta.ru/story/moldavia/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/arseni/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/15/pomilki/picture--85.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/12/posol/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/12/rada/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/rallies/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/fighter/picture--85.jpg
    FAILED - http://img.lenta.ru/story/iran2009/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/cheney/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/joke/picture--85.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/15/karl/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/11/shooting/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/timoshenko/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/unite/picture--85.jpg
    FAILED - http://img.lenta.ru/conf/grib/picture--113.jpg
    FAILED - http://img.lenta.ru/story/milk/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/loans/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/dollar/picture--85.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/15/stress/picture--113.jpg
    FAILED - http://img.lenta.ru/conf/rybakova/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/agree/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/sukhoi/picture--85.jpg
    FAILED - http://img.lenta.ru/story/bourget09/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/clicks/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/beer/picture--85.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/11/iab/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/04/mu/picture--113.jpg
    FAILED - http://img.lenta.ru/ireal/news/2009/06/16/latvia/picturesmall.jpg
    FAILED - http://img.lenta.ru/ireal/news/2009/06/16/reki/picture--85.jpg
    FAILED - http://img.lenta.ru/ireal/articles/2009/06/11/pik/picture--113.jpg
    FAILED - http://img.lenta.ru/ireal/articles/2009/06/10/novosibirsk/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/toysrdrugs/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/adygee/picture--85.jpg
    FAILED - http://img.lenta.ru/story/dovgy/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/11/nazi/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/ban/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/14/bbc/picture--85.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/16/channel/picture--113.jpg
    FAILED - http://img.lenta.ru/conf/parfenov/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/artists/picturesmall.jpg
    FAILED - http://img.lenta.ru/photo/2009/06/12/opera/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/12/art/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/robocop/picturesmall.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/15/kinotavr/picture--113.jpg
    FAILED - http://img.lenta.ru/video/kino/transformers2tv/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/raisa/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/15/blur/picture--85.jpg
    FAILED - http://img.lenta.ru/conf/tequilajazzz/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/11/dreamtheater/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/real/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/khimik/picture--85.jpg
    FAILED - http://img.lenta.ru/story/klitchag/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/15/playoffs/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/species/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/climate/picture--85.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/16/second/picture--113.jpg
    FAILED - http://img.lenta.ru/story/mir/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/opera/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/15/swahili/picture--85.jpg
    FAILED - http://img.lenta.ru/story/hacker/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/09/sherman/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/sun/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/15/handsets/picture--85.jpg
    FAILED - http://img.lenta.ru/conf/nvidia/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/codwaw/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/15/wii/picture--85.jpg
    FAILED - http://img.lenta.ru/video/games/acreed2/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/09/infamous/picture--113.jpg
    FAILED - http://img.lenta.ru/iauto/news/2009/06/16/drunk/picturesmall.jpg
    FAILED - http://img.lenta.ru/iauto/news/2009/06/16/andersson/picture--85.jpg
    FAILED - http://img.lenta.ru/iauto/articles/2009/06/13/rallygreece/picture--113.jpg
    FAILED - http://img.lenta.ru/iauto/articles/2009/06/11/seatbelt/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/fifth/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/missiles/picture--85.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/12/satan/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/09/arms/picture--113.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/rubber/picturesmall.jpg
    FAILED - http://img.lenta.ru/news/2009/06/16/festival/picture--85.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/16/romance/picture--113.jpg
    FAILED - http://img.lenta.ru/articles/2009/06/12/kirkorov/picture--113.jpg
    FAILED - http://img.lenta.ru/i/p_conf.gif
    FAILED - http://img.lenta.ru/i/conf_q.gif
    FAILED - http://img.lenta.ru/i/conf_a.gif
    FAILED - http://img.lenta.ru/i/ts.css?aa
    FAILED - http://img.lenta.ru/i/brealty/manul.gif
    FAILED - http://img.lenta.ru/i/brealty/brlogo.gif
    FAILED - http://img.lenta.ru/i/brealty/brbg.jpg
    FAILED - http://medportal.ru/common/16060953--150.jpg
    FAILED - http://medportal.ru/common/16060994--150.jpg
    FAILED - http://medportal.ru/common/11060994--150.jpg
    FAILED - http://medportal.ru/common/10060994--150.jpg
    FAILED - http://ts.lenta.ru/export/realty.js
    FAILED - http://ts.lenta.ru/img/0001825.jpg
    FAILED - http://ts.lenta.ru/img/0001826.jpg
    FAILED - http://ts.lenta.ru/img/0001827.jpg
  ETag score : 13

JQuery Selectors not descended from an ID:
  No problems found
